combinacion;num1;num2;num3;num4
3154;3;1;5;4
3415;3;4;1;5
3451;3;4;5;1
3514;3;5;1;4
3541;3;5;4;1
4135;4;1;3;5
4153;4;1;5;3
4315;4;3;1;5
4351;4;3;5;1
4513;4;5;1;3
4531;4;5;3;1
5134;5;1;3;4
5143;5;1;4;3
5314;5;3;1;4
5341;5;3;4;1
5413;5;4;1;3
5431;5;4;3;1
1346;1;3;4;6
1364;1;3;6;4
1436;1;4;3;6
1463;1;4;6;3
1634;1;6;3;4
1643;1;6;4;3
3146;3;1;4;6
3164;3;1;6;4
3416;3;4;1;6
3461;3;4;6;1
3614;3;6;1;4
3641;3;6;4;1
4136;4;1;3;6
4163;4;1;6;3
4316;4;3;1;6
4361;4;3;6;1
4613;4;6;1;3
4631;4;6;3;1
6134;6;1;3;4
6143;6;1;4;3
6314;6;3;1;4
6341;6;3;4;1
6413;6;4;1;3
6431;6;4;3;1
1347;1;3;4;7
1374;1;3;7;4
1437;1;4;3;7
1473;1;4;7;3
1734;1;7;3;4
1743;1;7;4;3
3147;3;1;4;7
3174;3;1;7;4
3417;3;4;1;7
3471;3;4;7;1
3714;3;7;1;4
3741;3;7;4;1
4137;4;1;3;7
4173;4;1;7;3
4317;4;3;1;7
4371;4;3;7;1
4713;4;7;1;3
4731;4;7;3;1
7134;7;1;3;4
7143;7;1;4;3
7314;7;3;1;4
7341;7;3;4;1
7413;7;4;1;3
7431;7;4;3;1
1348;1;3;4;8
1384;1;3;8;4
1438;1;4;3;8
1483;1;4;8;3
1834;1;8;3;4
1843;1;8;4;3
3148;3;1;4;8
3184;3;1;8;4
3418;3;4;1;8
3481;3;4;8;1
3814;3;8;1;4
3841;3;8;4;1
4138;4;1;3;8
4183;4;1;8;3
4318;4;3;1;8
4381;4;3;8;1
4813;4;8;1;3
4831;4;8;3;1
8134;8;1;3;4
8143;8;1;4;3
8314;8;3;1;4
8341;8;3;4;1
8413;8;4;1;3
8431;8;4;3;1
1349;1;3;4;9
1394;1;3;9;4
1439;1;4;3;9
1493;1;4;9;3
1934;1;9;3;4
1943;1;9;4;3
3149;3;1;4;9
3194;3;1;9;4
3419;3;4;1;9
3491;3;4;9;1
3914;3;9;1;4
3941;3;9;4;1
4139;4;1;3;9
4193;4;1;9;3
4319;4;3;1;9
4391;4;3;9;1
4913;4;9;1;3
4931;4;9;3;1
9134;9;1;3;4
9143;9;1;4;3
9314;9;3;1;4
9341;9;3;4;1
9413;9;4;1;3
9431;9;4;3;1
1356;1;3;5;6
1365;1;3;6;5
1536;1;5;3;6
1563;1;5;6;3
1635;1;6;3;5
1653;1;6;5;3
3156;3;1;5;6
3165;3;1;6;5
3516;3;5;1;6
3561;3;5;6;1
3615;3;6;1;5
3651;3;6;5;1
5136;5;1;3;6
5163;5;1;6;3
5316;5;3;1;6
5361;5;3;6;1
5613;5;6;1;3
5631;5;6;3;1
6135;6;1;3;5
6153;6;1;5;3
6315;6;3;1;5
6351;6;3;5;1
6513;6;5;1;3
6531;6;5;3;1
1357;1;3;5;7
1375;1;3;7;5
1537;1;5;3;7
1573;1;5;7;3
1735;1;7;3;5
1753;1;7;5;3
3157;3;1;5;7
3175;3;1;7;5
3517;3;5;1;7
3571;3;5;7;1
3715;3;7;1;5
3751;3;7;5;1
5137;5;1;3;7
5173;5;1;7;3
5317;5;3;1;7
5371;5;3;7;1
5713;5;7;1;3
5731;5;7;3;1
7135;7;1;3;5
7153;7;1;5;3
7315;7;3;1;5
7351;7;3;5;1
7513;7;5;1;3
7531;7;5;3;1
1358;1;3;5;8
1385;1;3;8;5
1538;1;5;3;8
1583;1;5;8;3
1835;1;8;3;5
1853;1;8;5;3
3158;3;1;5;8
3185;3;1;8;5
3518;3;5;1;8
3581;3;5;8;1
3815;3;8;1;5
3851;3;8;5;1
5138;5;1;3;8
5183;5;1;8;3
5318;5;3;1;8
5381;5;3;8;1
5813;5;8;1;3
5831;5;8;3;1
8135;8;1;3;5
8153;8;1;5;3
8315;8;3;1;5
8351;8;3;5;1
8513;8;5;1;3
8531;8;5;3;1
1359;1;3;5;9
1395;1;3;9;5
1539;1;5;3;9
1593;1;5;9;3
1935;1;9;3;5
1953;1;9;5;3
3159;3;1;5;9
3195;3;1;9;5
3519;3;5;1;9
3591;3;5;9;1
3915;3;9;1;5
3951;3;9;5;1
5139;5;1;3;9
5193;5;1;9;3
5319;5;3;1;9
5391;5;3;9;1
5913;5;9;1;3
5931;5;9;3;1
9135;9;1;3;5
9153;9;1;5;3
9315;9;3;1;5
9351;9;3;5;1
9513;9;5;1;3
9531;9;5;3;1
1367;1;3;6;7
1376;1;3;7;6
1637;1;6;3;7
1673;1;6;7;3
1736;1;7;3;6
1763;1;7;6;3
3167;3;1;6;7
3176;3;1;7;6
3617;3;6;1;7
3671;3;6;7;1
3716;3;7;1;6
3761;3;7;6;1
6137;6;1;3;7
6173;6;1;7;3
6317;6;3;1;7
6371;6;3;7;1
6713;6;7;1;3
6731;6;7;3;1
7136;7;1;3;6
7163;7;1;6;3
7316;7;3;1;6
7361;7;3;6;1
7613;7;6;1;3
7631;7;6;3;1
1368;1;3;6;8
1386;1;3;8;6
1638;1;6;3;8
1683;1;6;8;3
1836;1;8;3;6
1863;1;8;6;3
3168;3;1;6;8
3186;3;1;8;6
3618;3;6;1;8
3681;3;6;8;1
3816;3;8;1;6
3861;3;8;6;1
6138;6;1;3;8
6183;6;1;8;3
6318;6;3;1;8
6381;6;3;8;1
6813;6;8;1;3
6831;6;8;3;1
8136;8;1;3;6
8163;8;1;6;3
8316;8;3;1;6
8361;8;3;6;1
8613;8;6;1;3
8631;8;6;3;1
1369;1;3;6;9
1396;1;3;9;6
1639;1;6;3;9
1693;1;6;9;3
1936;1;9;3;6
1963;1;9;6;3
3169;3;1;6;9
3196;3;1;9;6
3619;3;6;1;9
3691;3;6;9;1
3916;3;9;1;6
3961;3;9;6;1
6139;6;1;3;9
6193;6;1;9;3
6319;6;3;1;9
6391;6;3;9;1
6913;6;9;1;3
6931;6;9;3;1
9136;9;1;3;6
9163;9;1;6;3
9316;9;3;1;6
9361;9;3;6;1
9613;9;6;1;3
9631;9;6;3;1
1378;1;3;7;8
1387;1;3;8;7
1738;1;7;3;8
1783;1;7;8;3
1837;1;8;3;7
1873;1;8;7;3
3178;3;1;7;8
3187;3;1;8;7
3718;3;7;1;8
3781;3;7;8;1
3817;3;8;1;7
3871;3;8;7;1
7138;7;1;3;8
7183;7;1;8;3
7318;7;3;1;8
7381;7;3;8;1
7813;7;8;1;3
7831;7;8;3;1
8137;8;1;3;7
8173;8;1;7;3
8317;8;3;1;7
8371;8;3;7;1
8713;8;7;1;3
8731;8;7;3;1
1379;1;3;7;9
1397;1;3;9;7
1739;1;7;3;9
1793;1;7;9;3
1937;1;9;3;7
1973;1;9;7;3
3179;3;1;7;9
3197;3;1;9;7
3719;3;7;1;9
3791;3;7;9;1
3917;3;9;1;7
3971;3;9;7;1
7139;7;1;3;9
7193;7;1;9;3
7319;7;3;1;9
7391;7;3;9;1
7913;7;9;1;3
7931;7;9;3;1
9137;9;1;3;7
9173;9;1;7;3
9317;9;3;1;7
9371;9;3;7;1
9713;9;7;1;3
9731;9;7;3;1
1389;1;3;8;9
1398;1;3;9;8
1839;1;8;3;9
1893;1;8;9;3
1938;1;9;3;8
1983;1;9;8;3
3189;3;1;8;9
3198;3;1;9;8
3819;3;8;1;9
3891;3;8;9;1
3918;3;9;1;8
3981;3;9;8;1
8139;8;1;3;9
8193;8;1;9;3
8319;8;3;1;9
8391;8;3;9;1
8913;8;9;1;3
8931;8;9;3;1
9138;9;1;3;8
9183;9;1;8;3
9318;9;3;1;8
9381;9;3;8;1
9813;9;8;1;3
9831;9;8;3;1
1456;1;4;5;6
1465;1;4;6;5
1546;1;5;4;6
1564;1;5;6;4
1645;1;6;4;5
1654;1;6;5;4
4156;4;1;5;6
4165;4;1;6;5
4516;4;5;1;6
4561;4;5;6;1
4615;4;6;1;5
4651;4;6;5;1
5146;5;1;4;6
5164;5;1;6;4
5416;5;4;1;6
5461;5;4;6;1
5614;5;6;1;4
5641;5;6;4;1
6145;6;1;4;5
6154;6;1;5;4
6415;6;4;1;5
6451;6;4;5;1
6514;6;5;1;4
6541;6;5;4;1
1457;1;4;5;7
1475;1;4;7;5
1547;1;5;4;7
1574;1;5;7;4
1745;1;7;4;5
1754;1;7;5;4
4157;4;1;5;7
4175;4;1;7;5
4517;4;5;1;7
4571;4;5;7;1
4715;4;7;1;5
4751;4;7;5;1
5147;5;1;4;7
5174;5;1;7;4
5417;5;4;1;7
5471;5;4;7;1
5714;5;7;1;4
5741;5;7;4;1
7145;7;1;4;5
7154;7;1;5;4
7415;7;4;1;5
7451;7;4;5;1
7514;7;5;1;4
7541;7;5;4;1
1458;1;4;5;8
1485;1;4;8;5
1548;1;5;4;8
1584;1;5;8;4
1845;1;8;4;5
1854;1;8;5;4
4158;4;1;5;8
4185;4;1;8;5
4518;4;5;1;8
4581;4;5;8;1
4815;4;8;1;5
4851;4;8;5;1
5148;5;1;4;8
5184;5;1;8;4
5418;5;4;1;8
5481;5;4;8;1
5814;5;8;1;4
5841;5;8;4;1
8145;8;1;4;5
8154;8;1;5;4
8415;8;4;1;5
8451;8;4;5;1
8514;8;5;1;4
8541;8;5;4;1
1459;1;4;5;9
1495;1;4;9;5
1549;1;5;4;9
1594;1;5;9;4
1945;1;9;4;5
1954;1;9;5;4
4159;4;1;5;9
4195;4;1;9;5
4519;4;5;1;9
4591;4;5;9;1
4915;4;9;1;5
4951;4;9;5;1
5149;5;1;4;9
5194;5;1;9;4
5419;5;4;1;9
5491;5;4;9;1
5914;5;9;1;4
5941;5;9;4;1
9145;9;1;4;5
9154;9;1;5;4
9415;9;4;1;5
9451;9;4;5;1
9514;9;5;1;4
9541;9;5;4;1
1467;1;4;6;7
1476;1;4;7;6
1647;1;6;4;7
1674;1;6;7;4
1746;1;7;4;6
1764;1;7;6;4
4167;4;1;6;7
4176;4;1;7;6
4617;4;6;1;7
4671;4;6;7;1
4716;4;7;1;6
4761;4;7;6;1
6147;6;1;4;7
6174;6;1;7;4
6417;6;4;1;7
6471;6;4;7;1
6714;6;7;1;4
6741;6;7;4;1
7146;7;1;4;6
7164;7;1;6;4
7416;7;4;1;6
7461;7;4;6;1
7614;7;6;1;4
7641;7;6;4;1
1468;1;4;6;8
1486;1;4;8;6
1648;1;6;4;8
1684;1;6;8;4
1846;1;8;4;6
1864;1;8;6;4
4168;4;1;6;8
4186;4;1;8;6
4618;4;6;1;8
4681;4;6;8;1
4816;4;8;1;6
4861;4;8;6;1
6148;6;1;4;8
6184;6;1;8;4
6418;6;4;1;8
6481;6;4;8;1
6814;6;8;1;4
6841;6;8;4;1
8146;8;1;4;6
8164;8;1;6;4
8416;8;4;1;6
8461;8;4;6;1
8614;8;6;1;4
8641;8;6;4;1
1469;1;4;6;9
1496;1;4;9;6
1649;1;6;4;9
1694;1;6;9;4
1946;1;9;4;6
1964;1;9;6;4
4169;4;1;6;9
4196;4;1;9;6
4619;4;6;1;9
4691;4;6;9;1
4916;4;9;1;6
4961;4;9;6;1
6149;6;1;4;9
6194;6;1;9;4
6419;6;4;1;9
6491;6;4;9;1
6914;6;9;1;4
6941;6;9;4;1
9146;9;1;4;6
9164;9;1;6;4
9416;9;4;1;6
9461;9;4;6;1
9614;9;6;1;4
9641;9;6;4;1
1478;1;4;7;8
1487;1;4;8;7
1748;1;7;4;8
1784;1;7;8;4
1847;1;8;4;7
1874;1;8;7;4
4178;4;1;7;8
4187;4;1;8;7
4718;4;7;1;8
4781;4;7;8;1
4817;4;8;1;7
4871;4;8;7;1
7148;7;1;4;8
7184;7;1;8;4
7418;7;4;1;8
7481;7;4;8;1
7814;7;8;1;4
7841;7;8;4;1
8147;8;1;4;7
8174;8;1;7;4
8417;8;4;1;7
8471;8;4;7;1
8714;8;7;1;4
8741;8;7;4;1
1479;1;4;7;9
1497;1;4;9;7
1749;1;7;4;9
1794;1;7;9;4
1947;1;9;4;7
1974;1;9;7;4
4179;4;1;7;9
4197;4;1;9;7
4719;4;7;1;9
4791;4;7;9;1
4917;4;9;1;7
4971;4;9;7;1
7149;7;1;4;9
7194;7;1;9;4
7419;7;4;1;9
7491;7;4;9;1
7914;7;9;1;4
7941;7;9;4;1
9147;9;1;4;7
9174;9;1;7;4
9417;9;4;1;7
9471;9;4;7;1
9714;9;7;1;4
9741;9;7;4;1
1489;1;4;8;9
1498;1;4;9;8
1849;1;8;4;9
1894;1;8;9;4
1948;1;9;4;8
1984;1;9;8;4
4189;4;1;8;9
4198;4;1;9;8
4819;4;8;1;9
4891;4;8;9;1
4918;4;9;1;8
4981;4;9;8;1
8149;8;1;4;9
8194;8;1;9;4
8419;8;4;1;9
8491;8;4;9;1
8914;8;9;1;4
8941;8;9;4;1
9148;9;1;4;8
9184;9;1;8;4
9418;9;4;1;8
9481;9;4;8;1
9814;9;8;1;4
9841;9;8;4;1
1567;1;5;6;7
1576;1;5;7;6
1657;1;6;5;7
1675;1;6;7;5
1756;1;7;5;6
1765;1;7;6;5
5167;5;1;6;7
5176;5;1;7;6
5617;5;6;1;7
5671;5;6;7;1
5716;5;7;1;6
5761;5;7;6;1
6157;6;1;5;7
6175;6;1;7;5
6517;6;5;1;7
6571;6;5;7;1
6715;6;7;1;5
6751;6;7;5;1
7156;7;1;5;6
7165;7;1;6;5
7516;7;5;1;6
7561;7;5;6;1
7615;7;6;1;5
7651;7;6;5;1
1568;1;5;6;8
1586;1;5;8;6
1658;1;6;5;8
1685;1;6;8;5
1856;1;8;5;6
1865;1;8;6;5
5168;5;1;6;8
5186;5;1;8;6
5618;5;6;1;8
5681;5;6;8;1
5816;5;8;1;6
5861;5;8;6;1
6158;6;1;5;8
6185;6;1;8;5
6518;6;5;1;8
6581;6;5;8;1
6815;6;8;1;5
6851;6;8;5;1
8156;8;1;5;6
8165;8;1;6;5
8516;8;5;1;6
8561;8;5;6;1
8615;8;6;1;5
8651;8;6;5;1
1569;1;5;6;9
1596;1;5;9;6
1659;1;6;5;9
1695;1;6;9;5
1956;1;9;5;6
1965;1;9;6;5
5169;5;1;6;9
5196;5;1;9;6
5619;5;6;1;9
5691;5;6;9;1
5916;5;9;1;6
5961;5;9;6;1
6159;6;1;5;9
6195;6;1;9;5
6519;6;5;1;9
6591;6;5;9;1
6915;6;9;1;5
6951;6;9;5;1
9156;9;1;5;6
9165;9;1;6;5
9516;9;5;1;6
9561;9;5;6;1
9615;9;6;1;5
9651;9;6;5;1
1578;1;5;7;8
1587;1;5;8;7
1758;1;7;5;8
1785;1;7;8;5
1857;1;8;5;7
1875;1;8;7;5
5178;5;1;7;8
5187;5;1;8;7
5718;5;7;1;8
5781;5;7;8;1
5817;5;8;1;7
5871;5;8;7;1
7158;7;1;5;8
7185;7;1;8;5
7518;7;5;1;8
7581;7;5;8;1
7815;7;8;1;5
7851;7;8;5;1
8157;8;1;5;7
8175;8;1;7;5
8517;8;5;1;7
8571;8;5;7;1
8715;8;7;1;5
8751;8;7;5;1
1579;1;5;7;9
1597;1;5;9;7
1759;1;7;5;9
1795;1;7;9;5
1957;1;9;5;7
1975;1;9;7;5
5179;5;1;7;9
5197;5;1;9;7
5719;5;7;1;9
5791;5;7;9;1
5917;5;9;1;7
5971;5;9;7;1
7159;7;1;5;9
7195;7;1;9;5
7519;7;5;1;9
7591;7;5;9;1
7915;7;9;1;5
7951;7;9;5;1
9157;9;1;5;7
9175;9;1;7;5
9517;9;5;1;7
9571;9;5;7;1
9715;9;7;1;5
9751;9;7;5;1
1589;1;5;8;9
1598;1;5;9;8
1859;1;8;5;9
1895;1;8;9;5
1958;1;9;5;8
1985;1;9;8;5
5189;5;1;8;9
5198;5;1;9;8
5819;5;8;1;9
5891;5;8;9;1
5918;5;9;1;8
5981;5;9;8;1
8159;8;1;5;9
8195;8;1;9;5
8519;8;5;1;9
8591;8;5;9;1
8915;8;9;1;5
8951;8;9;5;1
9158;9;1;5;8
9185;9;1;8;5
9518;9;5;1;8
9581;9;5;8;1
9815;9;8;1;5
9851;9;8;5;1
1678;1;6;7;8
1687;1;6;8;7
1768;1;7;6;8
1786;1;7;8;6
1867;1;8;6;7
1876;1;8;7;6
6178;6;1;7;8
6187;6;1;8;7
6718;6;7;1;8
6781;6;7;8;1
6817;6;8;1;7
6871;6;8;7;1
7168;7;1;6;8
7186;7;1;8;6
7618;7;6;1;8
7681;7;6;8;1
7816;7;8;1;6
7861;7;8;6;1
8167;8;1;6;7
8176;8;1;7;6
8617;8;6;1;7
8671;8;6;7;1
8716;8;7;1;6
8761;8;7;6;1
1679;1;6;7;9
1697;1;6;9;7
1769;1;7;6;9
1796;1;7;9;6
1967;1;9;6;7
1976;1;9;7;6
6179;6;1;7;9
6197;6;1;9;7
6719;6;7;1;9
6791;6;7;9;1
6917;6;9;1;7
6971;6;9;7;1
7169;7;1;6;9
7196;7;1;9;6
7619;7;6;1;9
7691;7;6;9;1
7916;7;9;1;6
7961;7;9;6;1
9167;9;1;6;7
9176;9;1;7;6
9617;9;6;1;7
9671;9;6;7;1
9716;9;7;1;6
9761;9;7;6;1
1689;1;6;8;9
1698;1;6;9;8
1869;1;8;6;9
1896;1;8;9;6
1968;1;9;6;8
1986;1;9;8;6
6189;6;1;8;9
6198;6;1;9;8
6819;6;8;1;9
6891;6;8;9;1
6918;6;9;1;8
6981;6;9;8;1
8169;8;1;6;9
8196;8;1;9;6
8619;8;6;1;9
8691;8;6;9;1
8916;8;9;1;6
8961;8;9;6;1
9168;9;1;6;8
9186;9;1;8;6
9618;9;6;1;8
9681;9;6;8;1
9816;9;8;1;6
9861;9;8;6;1
1789;1;7;8;9
1798;1;7;9;8
1879;1;8;7;9
1897;1;8;9;7
1978;1;9;7;8
1987;1;9;8;7
7189;7;1;8;9
7198;7;1;9;8
7819;7;8;1;9
7891;7;8;9;1
7918;7;9;1;8
7981;7;9;8;1
8179;8;1;7;9
8197;8;1;9;7
8719;8;7;1;9
8791;8;7;9;1
8917;8;9;1;7
8971;8;9;7;1
9178;9;1;7;8
9187;9;1;8;7
9718;9;7;1;8
9781;9;7;8;1
9817;9;8;1;7
9871;9;8;7;1
2345;2;3;4;5
2354;2;3;5;4
2435;2;4;3;5
2453;2;4;5;3
2534;2;5;3;4
2543;2;5;4;3
3245;3;2;4;5
3254;3;2;5;4
3425;3;4;2;5
3452;3;4;5;2
3524;3;5;2;4
3542;3;5;4;2
4235;4;2;3;5
4253;4;2;5;3
4325;4;3;2;5
4352;4;3;5;2
4523;4;5;2;3
4532;4;5;3;2
5234;5;2;3;4
5243;5;2;4;3
5324;5;3;2;4
5342;5;3;4;2
5423;5;4;2;3
5432;5;4;3;2
2346;2;3;4;6
2364;2;3;6;4
2436;2;4;3;6
2463;2;4;6;3
2634;2;6;3;4
2643;2;6;4;3
3246;3;2;4;6
3264;3;2;6;4
3426;3;4;2;6
3462;3;4;6;2
3624;3;6;2;4
3642;3;6;4;2
4236;4;2;3;6
4263;4;2;6;3
4326;4;3;2;6
4362;4;3;6;2
4623;4;6;2;3
4632;4;6;3;2
6234;6;2;3;4
6243;6;2;4;3
6324;6;3;2;4
6342;6;3;4;2
6423;6;4;2;3
6432;6;4;3;2
2347;2;3;4;7
2374;2;3;7;4
2437;2;4;3;7
2473;2;4;7;3
2734;2;7;3;4
2743;2;7;4;3
3247;3;2;4;7
3274;3;2;7;4
3427;3;4;2;7
3472;3;4;7;2
3724;3;7;2;4
3742;3;7;4;2
4237;4;2;3;7
4273;4;2;7;3
4327;4;3;2;7
4372;4;3;7;2
4723;4;7;2;3
4732;4;7;3;2
7234;7;2;3;4
7243;7;2;4;3
7324;7;3;2;4
7342;7;3;4;2
7423;7;4;2;3
7432;7;4;3;2
2348;2;3;4;8
2384;2;3;8;4
2438;2;4;3;8
2483;2;4;8;3
2834;2;8;3;4
2843;2;8;4;3
3248;3;2;4;8
3284;3;2;8;4
3428;3;4;2;8
3482;3;4;8;2
3824;3;8;2;4
3842;3;8;4;2
4238;4;2;3;8
4283;4;2;8;3
4328;4;3;2;8
4382;4;3;8;2
4823;4;8;2;3
4832;4;8;3;2
8234;8;2;3;4
8243;8;2;4;3
8324;8;3;2;4
8342;8;3;4;2
8423;8;4;2;3
8432;8;4;3;2
2349;2;3;4;9
2394;2;3;9;4
2439;2;4;3;9
2493;2;4;9;3
2934;2;9;3;4
2943;2;9;4;3
3249;3;2;4;9
3294;3;2;9;4
3429;3;4;2;9
3492;3;4;9;2
3924;3;9;2;4
3942;3;9;4;2
4239;4;2;3;9
4293;4;2;9;3
4329;4;3;2;9
4392;4;3;9;2
4923;4;9;2;3
4932;4;9;3;2
9234;9;2;3;4
9243;9;2;4;3
9324;9;3;2;4
9342;9;3;4;2
9423;9;4;2;3
9432;9;4;3;2
2356;2;3;5;6
2365;2;3;6;5
2536;2;5;3;6
2563;2;5;6;3
2635;2;6;3;5
2653;2;6;5;3
3256;3;2;5;6
3265;3;2;6;5
3526;3;5;2;6
3562;3;5;6;2
3625;3;6;2;5
3652;3;6;5;2
5236;5;2;3;6
5263;5;2;6;3
5326;5;3;2;6
5362;5;3;6;2
5623;5;6;2;3
5632;5;6;3;2
6235;6;2;3;5
6253;6;2;5;3
6325;6;3;2;5
6352;6;3;5;2
6523;6;5;2;3
6532;6;5;3;2
2357;2;3;5;7
2375;2;3;7;5
2537;2;5;3;7
2573;2;5;7;3
2735;2;7;3;5
2753;2;7;5;3
3257;3;2;5;7
3275;3;2;7;5
3527;3;5;2;7
3572;3;5;7;2
3725;3;7;2;5
3752;3;7;5;2
5237;5;2;3;7
5273;5;2;7;3
5327;5;3;2;7
5372;5;3;7;2
5723;5;7;2;3
5732;5;7;3;2
7235;7;2;3;5
7253;7;2;5;3
7325;7;3;2;5
7352;7;3;5;2
7523;7;5;2;3
7532;7;5;3;2
2358;2;3;5;8
2385;2;3;8;5
2538;2;5;3;8
2583;2;5;8;3
2835;2;8;3;5
2853;2;8;5;3
3258;3;2;5;8
3285;3;2;8;5
3528;3;5;2;8
3582;3;5;8;2
3825;3;8;2;5
3852;3;8;5;2
5238;5;2;3;8
5283;5;2;8;3
5328;5;3;2;8
5382;5;3;8;2
5823;5;8;2;3
5832;5;8;3;2
8235;8;2;3;5
8253;8;2;5;3
8325;8;3;2;5
8352;8;3;5;2
8523;8;5;2;3
8532;8;5;3;2
2359;2;3;5;9
2395;2;3;9;5
2539;2;5;3;9
2593;2;5;9;3
2935;2;9;3;5
2953;2;9;5;3
3259;3;2;5;9
3295;3;2;9;5
3529;3;5;2;9
3592;3;5;9;2
3925;3;9;2;5
3952;3;9;5;2
5239;5;2;3;9
5293;5;2;9;3
5329;5;3;2;9
5392;5;3;9;2
5923;5;9;2;3
5932;5;9;3;2
9235;9;2;3;5
9253;9;2;5;3
9325;9;3;2;5
9352;9;3;5;2
9523;9;5;2;3
9532;9;5;3;2
2367;2;3;6;7
2376;2;3;7;6
2637;2;6;3;7
2673;2;6;7;3
2736;2;7;3;6
2763;2;7;6;3
3267;3;2;6;7
3276;3;2;7;6
3627;3;6;2;7
3672;3;6;7;2
3726;3;7;2;6
3762;3;7;6;2
6237;6;2;3;7
6273;6;2;7;3
6327;6;3;2;7
6372;6;3;7;2
6723;6;7;2;3
6732;6;7;3;2
7236;7;2;3;6
7263;7;2;6;3
7326;7;3;2;6
7362;7;3;6;2
7623;7;6;2;3
7632;7;6;3;2
2368;2;3;6;8
2386;2;3;8;6
2638;2;6;3;8
2683;2;6;8;3
2836;2;8;3;6
2863;2;8;6;3
3268;3;2;6;8
3286;3;2;8;6
3628;3;6;2;8
3682;3;6;8;2
3826;3;8;2;6
3862;3;8;6;2
6238;6;2;3;8
6283;6;2;8;3
6328;6;3;2;8
6382;6;3;8;2
6823;6;8;2;3
6832;6;8;3;2
8236;8;2;3;6
8263;8;2;6;3
8326;8;3;2;6
8362;8;3;6;2
8623;8;6;2;3
8632;8;6;3;2
2369;2;3;6;9
2396;2;3;9;6
2639;2;6;3;9
2693;2;6;9;3
2936;2;9;3;6
2963;2;9;6;3
3269;3;2;6;9
3296;3;2;9;6
3629;3;6;2;9
3692;3;6;9;2
3926;3;9;2;6
3962;3;9;6;2
6239;6;2;3;9
6293;6;2;9;3
6329;6;3;2;9
6392;6;3;9;2
6923;6;9;2;3
6932;6;9;3;2
9236;9;2;3;6
9263;9;2;6;3
9326;9;3;2;6
9362;9;3;6;2
9623;9;6;2;3
9632;9;6;3;2
2378;2;3;7;8
2387;2;3;8;7
2738;2;7;3;8
2783;2;7;8;3
2837;2;8;3;7
2873;2;8;7;3
3278;3;2;7;8
3287;3;2;8;7
3728;3;7;2;8
3782;3;7;8;2
3827;3;8;2;7
3872;3;8;7;2
7238;7;2;3;8
7283;7;2;8;3
7328;7;3;2;8
7382;7;3;8;2
7823;7;8;2;3
7832;7;8;3;2
8237;8;2;3;7
8273;8;2;7;3
8327;8;3;2;7
8372;8;3;7;2
8723;8;7;2;3
8732;8;7;3;2
2379;2;3;7;9
2397;2;3;9;7
2739;2;7;3;9
2793;2;7;9;3
2937;2;9;3;7
2973;2;9;7;3
3279;3;2;7;9
3297;3;2;9;7
3729;3;7;2;9
3792;3;7;9;2
3927;3;9;2;7
3972;3;9;7;2
7239;7;2;3;9
7293;7;2;9;3
7329;7;3;2;9
7392;7;3;9;2
7923;7;9;2;3
7932;7;9;3;2
9237;9;2;3;7
9273;9;2;7;3
9327;9;3;2;7
9372;9;3;7;2
9723;9;7;2;3
9732;9;7;3;2
2389;2;3;8;9
2398;2;3;9;8
2839;2;8;3;9
2893;2;8;9;3
2938;2;9;3;8
2983;2;9;8;3
3289;3;2;8;9
3298;3;2;9;8
3829;3;8;2;9
3892;3;8;9;2
3928;3;9;2;8
3982;3;9;8;2
8239;8;2;3;9
8293;8;2;9;3
8329;8;3;2;9
8392;8;3;9;2
8923;8;9;2;3
8932;8;9;3;2
9238;9;2;3;8
9283;9;2;8;3
9328;9;3;2;8
9382;9;3;8;2
9823;9;8;2;3
9832;9;8;3;2
2456;2;4;5;6
2465;2;4;6;5
2546;2;5;4;6
2564;2;5;6;4
2645;2;6;4;5
2654;2;6;5;4
4256;4;2;5;6
4265;4;2;6;5
4526;4;5;2;6
4562;4;5;6;2
4625;4;6;2;5
4652;4;6;5;2
5246;5;2;4;6
5264;5;2;6;4
5426;5;4;2;6
5462;5;4;6;2
5624;5;6;2;4
5642;5;6;4;2
6245;6;2;4;5
6254;6;2;5;4
6425;6;4;2;5
6452;6;4;5;2
6524;6;5;2;4
6542;6;5;4;2
2457;2;4;5;7
2475;2;4;7;5
2547;2;5;4;7
2574;2;5;7;4
2745;2;7;4;5
2754;2;7;5;4
4257;4;2;5;7
4275;4;2;7;5
4527;4;5;2;7
4572;4;5;7;2
4725;4;7;2;5
4752;4;7;5;2
5247;5;2;4;7
5274;5;2;7;4
5427;5;4;2;7
5472;5;4;7;2
5724;5;7;2;4
5742;5;7;4;2
7245;7;2;4;5
7254;7;2;5;4
7425;7;4;2;5
7452;7;4;5;2
7524;7;5;2;4
7542;7;5;4;2
2458;2;4;5;8
2485;2;4;8;5
2548;2;5;4;8
2584;2;5;8;4
2845;2;8;4;5
2854;2;8;5;4
4258;4;2;5;8
4285;4;2;8;5
4528;4;5;2;8
4582;4;5;8;2
4825;4;8;2;5
4852;4;8;5;2
5248;5;2;4;8
5284;5;2;8;4
5428;5;4;2;8
5482;5;4;8;2
5824;5;8;2;4
5842;5;8;4;2
8245;8;2;4;5
8254;8;2;5;4
8425;8;4;2;5
8452;8;4;5;2
8524;8;5;2;4
8542;8;5;4;2
2459;2;4;5;9
2495;2;4;9;5
2549;2;5;4;9
2594;2;5;9;4
2945;2;9;4;5
2954;2;9;5;4
