combinacion;num1;num2;num3;num4;num_contained
0341;0;3;4;1;0
0413;0;4;1;3;0
3041;3;0;4;1;0
3140;3;1;4;0;0
3401;3;4;0;1;0
3410;3;4;1;0;0
4013;4;0;1;3;0
4103;4;1;0;3;0
4301;4;3;0;1;0
4310;4;3;1;0;0
0153;0;1;5;3;1
0315;0;3;1;5;1
0351;0;3;5;1;1
0513;0;5;1;3;1
3015;3;0;1;5;1
3051;3;0;5;1;1
3105;3;1;0;5;1
3150;3;1;5;0;1
3501;3;5;0;1;1
3510;3;5;1;0;1
5013;5;0;1;3;1
5103;5;1;0;3;1
5301;5;3;0;1;1
5310;5;3;1;0;1
0163;0;1;6;3;1
0316;0;3;1;6;1
0361;0;3;6;1;1
0613;0;6;1;3;1
3016;3;0;1;6;1
3061;3;0;6;1;1
3106;3;1;0;6;1
3160;3;1;6;0;1
3601;3;6;0;1;1
3610;3;6;1;0;1
6013;6;0;1;3;1
6103;6;1;0;3;1
6301;6;3;0;1;1
6310;6;3;1;0;1
0173;0;1;7;3;1
0317;0;3;1;7;1
0371;0;3;7;1;1
0713;0;7;1;3;1
3017;3;0;1;7;1
3071;3;0;7;1;1
3107;3;1;0;7;1
3170;3;1;7;0;1
3701;3;7;0;1;1
3710;3;7;1;0;1
7013;7;0;1;3;1
7103;7;1;0;3;1
7301;7;3;0;1;1
7310;7;3;1;0;1
0183;0;1;8;3;1
0318;0;3;1;8;1
0381;0;3;8;1;1
0813;0;8;1;3;1
3018;3;0;1;8;1
3081;3;0;8;1;1
3108;3;1;0;8;1
3180;3;1;8;0;1
3801;3;8;0;1;1
3810;3;8;1;0;1
8013;8;0;1;3;1
8103;8;1;0;3;1
8301;8;3;0;1;1
8310;8;3;1;0;1
0193;0;1;9;3;0
0319;0;3;1;9;0
0391;0;3;9;1;0
0913;0;9;1;3;0
3019;3;0;1;9;0
3091;3;0;9;1;0
3109;3;1;0;9;0
3190;3;1;9;0;0
3901;3;9;0;1;0
3910;3;9;1;0;0
9013;9;0;1;3;0
9103;9;1;0;3;0
9301;9;3;0;1;0
9310;9;3;1;0;0
0145;0;1;4;5;1
0415;0;4;1;5;1
0451;0;4;5;1;1
0541;0;5;4;1;1
4015;4;0;1;5;1
4051;4;0;5;1;1
4105;4;1;0;5;1
4150;4;1;5;0;1
4501;4;5;0;1;1
4510;4;5;1;0;1
5041;5;0;4;1;1
5140;5;1;4;0;1
5401;5;4;0;1;1
5410;5;4;1;0;1
0146;0;1;4;6;1
0416;0;4;1;6;1
0461;0;4;6;1;1
0641;0;6;4;1;1
4016;4;0;1;6;1
4061;4;0;6;1;1
4106;4;1;0;6;1
4160;4;1;6;0;1
4601;4;6;0;1;1
4610;4;6;1;0;1
6041;6;0;4;1;1
6140;6;1;4;0;1
6401;6;4;0;1;1
6410;6;4;1;0;1
0147;0;1;4;7;1
0417;0;4;1;7;1
0471;0;4;7;1;1
0741;0;7;4;1;1
4017;4;0;1;7;1
4071;4;0;7;1;1
4107;4;1;0;7;1
4170;4;1;7;0;1
4701;4;7;0;1;1
4710;4;7;1;0;1
7041;7;0;4;1;1
7140;7;1;4;0;1
7401;7;4;0;1;1
7410;7;4;1;0;1
0148;0;1;4;8;1
0418;0;4;1;8;1
0481;0;4;8;1;1
0841;0;8;4;1;1
4018;4;0;1;8;1
4081;4;0;8;1;1
4108;4;1;0;8;1
4180;4;1;8;0;1
4801;4;8;0;1;1
4810;4;8;1;0;1
8041;8;0;4;1;1
8140;8;1;4;0;1
8401;8;4;0;1;1
8410;8;4;1;0;1
0149;0;1;4;9;0
0419;0;4;1;9;0
0491;0;4;9;1;0
0941;0;9;4;1;0
4019;4;0;1;9;0
4091;4;0;9;1;0
4109;4;1;0;9;0
4190;4;1;9;0;0
4901;4;9;0;1;0
4910;4;9;1;0;0
9041;9;0;4;1;0
9140;9;1;4;0;0
9401;9;4;0;1;0
9410;9;4;1;0;0
0156;0;1;5;6;2
0165;0;1;6;5;2
0516;0;5;1;6;2
0561;0;5;6;1;2
0615;0;6;1;5;2
0651;0;6;5;1;2
5016;5;0;1;6;2
5061;5;0;6;1;2
5106;5;1;0;6;2
5160;5;1;6;0;2
5601;5;6;0;1;2
5610;5;6;1;0;2
6015;6;0;1;5;2
6051;6;0;5;1;2
6105;6;1;0;5;2
6150;6;1;5;0;2
6501;6;5;0;1;2
6510;6;5;1;0;2
0157;0;1;5;7;2
0175;0;1;7;5;2
0517;0;5;1;7;2
0571;0;5;7;1;2
0715;0;7;1;5;2
0751;0;7;5;1;2
5017;5;0;1;7;2
5071;5;0;7;1;2
5107;5;1;0;7;2
5170;5;1;7;0;2
5701;5;7;0;1;2
5710;5;7;1;0;2
7015;7;0;1;5;2
7051;7;0;5;1;2
7105;7;1;0;5;2
7150;7;1;5;0;2
7501;7;5;0;1;2
7510;7;5;1;0;2
0158;0;1;5;8;2
0185;0;1;8;5;2
0518;0;5;1;8;2
0581;0;5;8;1;2
0815;0;8;1;5;2
0851;0;8;5;1;2
5018;5;0;1;8;2
5081;5;0;8;1;2
5108;5;1;0;8;2
5180;5;1;8;0;2
5801;5;8;0;1;2
5810;5;8;1;0;2
8015;8;0;1;5;2
8051;8;0;5;1;2
8105;8;1;0;5;2
8150;8;1;5;0;2
8501;8;5;0;1;2
8510;8;5;1;0;2
0159;0;1;5;9;1
0195;0;1;9;5;1
0519;0;5;1;9;1
0591;0;5;9;1;1
0915;0;9;1;5;1
0951;0;9;5;1;1
5019;5;0;1;9;1
5091;5;0;9;1;1
5109;5;1;0;9;1
5190;5;1;9;0;1
5901;5;9;0;1;1
5910;5;9;1;0;1
9015;9;0;1;5;1
9051;9;0;5;1;1
9105;9;1;0;5;1
9150;9;1;5;0;1
9501;9;5;0;1;1
9510;9;5;1;0;1
0167;0;1;6;7;2
0176;0;1;7;6;2
0617;0;6;1;7;2
0671;0;6;7;1;2
0716;0;7;1;6;2
0761;0;7;6;1;2
6017;6;0;1;7;2
6071;6;0;7;1;2
6107;6;1;0;7;2
6170;6;1;7;0;2
6701;6;7;0;1;2
6710;6;7;1;0;2
7016;7;0;1;6;2
7061;7;0;6;1;2
7106;7;1;0;6;2
7160;7;1;6;0;2
7601;7;6;0;1;2
7610;7;6;1;0;2
0168;0;1;6;8;2
0186;0;1;8;6;2
0618;0;6;1;8;2
0681;0;6;8;1;2
0816;0;8;1;6;2
0861;0;8;6;1;2
6018;6;0;1;8;2
6081;6;0;8;1;2
6108;6;1;0;8;2
6180;6;1;8;0;2
6801;6;8;0;1;2
6810;6;8;1;0;2
8016;8;0;1;6;2
8061;8;0;6;1;2
8106;8;1;0;6;2
8160;8;1;6;0;2
8601;8;6;0;1;2
8610;8;6;1;0;2
0169;0;1;6;9;1
0196;0;1;9;6;1
0619;0;6;1;9;1
0691;0;6;9;1;1
0916;0;9;1;6;1
0961;0;9;6;1;1
6019;6;0;1;9;1
6091;6;0;9;1;1
6109;6;1;0;9;1
6190;6;1;9;0;1
6901;6;9;0;1;1
6910;6;9;1;0;1
9016;9;0;1;6;1
9061;9;0;6;1;1
9106;9;1;0;6;1
9160;9;1;6;0;1
9601;9;6;0;1;1
9610;9;6;1;0;1
0178;0;1;7;8;2
0187;0;1;8;7;2
0718;0;7;1;8;2
0781;0;7;8;1;2
0817;0;8;1;7;2
0871;0;8;7;1;2
7018;7;0;1;8;2
7081;7;0;8;1;2
7108;7;1;0;8;2
7180;7;1;8;0;2
7801;7;8;0;1;2
7810;7;8;1;0;2
8017;8;0;1;7;2
8071;8;0;7;1;2
8107;8;1;0;7;2
8170;8;1;7;0;2
8701;8;7;0;1;2
8710;8;7;1;0;2
0179;0;1;7;9;1
0197;0;1;9;7;1
0719;0;7;1;9;1
0791;0;7;9;1;1
0917;0;9;1;7;1
0971;0;9;7;1;1
7019;7;0;1;9;1
7091;7;0;9;1;1
7109;7;1;0;9;1
7190;7;1;9;0;1
7901;7;9;0;1;1
7910;7;9;1;0;1
9017;9;0;1;7;1
9071;9;0;7;1;1
9107;9;1;0;7;1
9170;9;1;7;0;1
9701;9;7;0;1;1
9710;9;7;1;0;1
0189;0;1;8;9;1
0198;0;1;9;8;1
0819;0;8;1;9;1
0891;0;8;9;1;1
0918;0;9;1;8;1
0981;0;9;8;1;1
8019;8;0;1;9;1
8091;8;0;9;1;1
8109;8;1;0;9;1
8190;8;1;9;0;1
8901;8;9;0;1;1
8910;8;9;1;0;1
9018;9;0;1;8;1
9081;9;0;8;1;1
9108;9;1;0;8;1
9180;9;1;8;0;1
9801;9;8;0;1;1
9810;9;8;1;0;1
0342;0;3;4;2;0
0423;0;4;2;3;0
2043;2;0;4;3;0
2340;2;3;4;0;0
2403;2;4;0;3;0
3042;3;0;4;2;0
3402;3;4;0;2;0
3420;3;4;2;0;0
4023;4;0;2;3;0
4302;4;3;0;2;0
4320;4;3;2;0;0
0325;0;3;2;5;1
0352;0;3;5;2;1
0523;0;5;2;3;1
2053;2;0;5;3;1
2305;2;3;0;5;1
2350;2;3;5;0;1
2503;2;5;0;3;1
3025;3;0;2;5;1
3052;3;0;5;2;1
3502;3;5;0;2;1
3520;3;5;2;0;1
5023;5;0;2;3;1
5302;5;3;0;2;1
5320;5;3;2;0;1
0326;0;3;2;6;1
0362;0;3;6;2;1
0623;0;6;2;3;1
2063;2;0;6;3;1
2306;2;3;0;6;1
2360;2;3;6;0;1
2603;2;6;0;3;1
3026;3;0;2;6;1
3062;3;0;6;2;1
3602;3;6;0;2;1
3620;3;6;2;0;1
6023;6;0;2;3;1
6302;6;3;0;2;1
6320;6;3;2;0;1
0327;0;3;2;7;1
0372;0;3;7;2;1
0723;0;7;2;3;1
2073;2;0;7;3;1
2307;2;3;0;7;1
2370;2;3;7;0;1
2703;2;7;0;3;1
3027;3;0;2;7;1
3072;3;0;7;2;1
3702;3;7;0;2;1
3720;3;7;2;0;1
7023;7;0;2;3;1
7302;7;3;0;2;1
7320;7;3;2;0;1
0328;0;3;2;8;1
0382;0;3;8;2;1
0823;0;8;2;3;1
2083;2;0;8;3;1
2308;2;3;0;8;1
2380;2;3;8;0;1
2803;2;8;0;3;1
3028;3;0;2;8;1
3082;3;0;8;2;1
3802;3;8;0;2;1
3820;3;8;2;0;1
8023;8;0;2;3;1
8302;8;3;0;2;1
8320;8;3;2;0;1
0329;0;3;2;9;0
0392;0;3;9;2;0
0923;0;9;2;3;0
2093;2;0;9;3;0
2309;2;3;0;9;0
2390;2;3;9;0;0
2903;2;9;0;3;0
3029;3;0;2;9;0
3092;3;0;9;2;0
3902;3;9;0;2;0
3920;3;9;2;0;0
9023;9;0;2;3;0
9302;9;3;0;2;0
9320;9;3;2;0;0
0425;0;4;2;5;1
0452;0;4;5;2;1
0542;0;5;4;2;1
2045;2;0;4;5;1
2405;2;4;0;5;1
2450;2;4;5;0;1
2540;2;5;4;0;1
4025;4;0;2;5;1
4052;4;0;5;2;1
4502;4;5;0;2;1
4520;4;5;2;0;1
5042;5;0;4;2;1
5402;5;4;0;2;1
5420;5;4;2;0;1
0426;0;4;2;6;1
0462;0;4;6;2;1
0642;0;6;4;2;1
2046;2;0;4;6;1
2406;2;4;0;6;1
2460;2;4;6;0;1
2640;2;6;4;0;1
4026;4;0;2;6;1
4062;4;0;6;2;1
4602;4;6;0;2;1
4620;4;6;2;0;1
6042;6;0;4;2;1
6402;6;4;0;2;1
6420;6;4;2;0;1
0427;0;4;2;7;1
0472;0;4;7;2;1
0742;0;7;4;2;1
2047;2;0;4;7;1
2407;2;4;0;7;1
2470;2;4;7;0;1
2740;2;7;4;0;1
4027;4;0;2;7;1
4072;4;0;7;2;1
4702;4;7;0;2;1
4720;4;7;2;0;1
7042;7;0;4;2;1
7402;7;4;0;2;1
7420;7;4;2;0;1
0428;0;4;2;8;1
0482;0;4;8;2;1
0842;0;8;4;2;1
2048;2;0;4;8;1
2408;2;4;0;8;1
2480;2;4;8;0;1
2840;2;8;4;0;1
4028;4;0;2;8;1
4082;4;0;8;2;1
4802;4;8;0;2;1
4820;4;8;2;0;1
8042;8;0;4;2;1
8402;8;4;0;2;1
8420;8;4;2;0;1
0429;0;4;2;9;0
0492;0;4;9;2;0
0942;0;9;4;2;0
2049;2;0;4;9;0
2409;2;4;0;9;0
2490;2;4;9;0;0
2940;2;9;4;0;0
4029;4;0;2;9;0
4092;4;0;9;2;0
4902;4;9;0;2;0
4920;4;9;2;0;0
9042;9;0;4;2;0
9402;9;4;0;2;0
9420;9;4;2;0;0
0526;0;5;2;6;2
0562;0;5;6;2;2
0625;0;6;2;5;2
0652;0;6;5;2;2
2056;2;0;5;6;2
2065;2;0;6;5;2
2506;2;5;0;6;2
2560;2;5;6;0;2
2605;2;6;0;5;2
2650;2;6;5;0;2
5026;5;0;2;6;2
5062;5;0;6;2;2
5602;5;6;0;2;2
5620;5;6;2;0;2
6025;6;0;2;5;2
6052;6;0;5;2;2
6502;6;5;0;2;2
6520;6;5;2;0;2
0527;0;5;2;7;2
0572;0;5;7;2;2
0725;0;7;2;5;2
0752;0;7;5;2;2
2057;2;0;5;7;2
2075;2;0;7;5;2
2507;2;5;0;7;2
2570;2;5;7;0;2
2705;2;7;0;5;2
2750;2;7;5;0;2
5027;5;0;2;7;2
5072;5;0;7;2;2
5702;5;7;0;2;2
5720;5;7;2;0;2
7025;7;0;2;5;2
7052;7;0;5;2;2
7502;7;5;0;2;2
7520;7;5;2;0;2
0528;0;5;2;8;2
0582;0;5;8;2;2
0825;0;8;2;5;2
0852;0;8;5;2;2
2058;2;0;5;8;2
2085;2;0;8;5;2
2508;2;5;0;8;2
2580;2;5;8;0;2
2805;2;8;0;5;2
2850;2;8;5;0;2
5028;5;0;2;8;2
5082;5;0;8;2;2
5802;5;8;0;2;2
5820;5;8;2;0;2
8025;8;0;2;5;2
8052;8;0;5;2;2
8502;8;5;0;2;2
8520;8;5;2;0;2
0529;0;5;2;9;1
0592;0;5;9;2;1
0925;0;9;2;5;1
0952;0;9;5;2;1
2059;2;0;5;9;1
2095;2;0;9;5;1
2509;2;5;0;9;1
2590;2;5;9;0;1
2905;2;9;0;5;1
2950;2;9;5;0;1
5029;5;0;2;9;1
5092;5;0;9;2;1
5902;5;9;0;2;1
5920;5;9;2;0;1
9025;9;0;2;5;1
9052;9;0;5;2;1
9502;9;5;0;2;1
9520;9;5;2;0;1
0627;0;6;2;7;2
0672;0;6;7;2;2
0726;0;7;2;6;2
0762;0;7;6;2;2
2067;2;0;6;7;2
2076;2;0;7;6;2
2607;2;6;0;7;2
2670;2;6;7;0;2
2706;2;7;0;6;2
2760;2;7;6;0;2
6027;6;0;2;7;2
6072;6;0;7;2;2
6702;6;7;0;2;2
6720;6;7;2;0;2
7026;7;0;2;6;2
7062;7;0;6;2;2
7602;7;6;0;2;2
7620;7;6;2;0;2
0628;0;6;2;8;2
0682;0;6;8;2;2
0826;0;8;2;6;2
0862;0;8;6;2;2
2068;2;0;6;8;2
2086;2;0;8;6;2
2608;2;6;0;8;2
2680;2;6;8;0;2
2806;2;8;0;6;2
2860;2;8;6;0;2
6028;6;0;2;8;2
6082;6;0;8;2;2
6802;6;8;0;2;2
6820;6;8;2;0;2
8026;8;0;2;6;2
8062;8;0;6;2;2
8602;8;6;0;2;2
8620;8;6;2;0;2
0629;0;6;2;9;1
0692;0;6;9;2;1
0926;0;9;2;6;1
0962;0;9;6;2;1
2069;2;0;6;9;1
2096;2;0;9;6;1
2609;2;6;0;9;1
2690;2;6;9;0;1
2906;2;9;0;6;1
2960;2;9;6;0;1
6029;6;0;2;9;1
6092;6;0;9;2;1
6902;6;9;0;2;1
6920;6;9;2;0;1
9026;9;0;2;6;1
9062;9;0;6;2;1
9602;9;6;0;2;1
9620;9;6;2;0;1
0728;0;7;2;8;2
0782;0;7;8;2;2
0827;0;8;2;7;2
0872;0;8;7;2;2
2078;2;0;7;8;2
2087;2;0;8;7;2
2708;2;7;0;8;2
2780;2;7;8;0;2
2807;2;8;0;7;2
2870;2;8;7;0;2
7028;7;0;2;8;2
7082;7;0;8;2;2
7802;7;8;0;2;2
7820;7;8;2;0;2
8027;8;0;2;7;2
8072;8;0;7;2;2
8702;8;7;0;2;2
8720;8;7;2;0;2
0729;0;7;2;9;1
0792;0;7;9;2;1
0927;0;9;2;7;1
0972;0;9;7;2;1
2079;2;0;7;9;1
2097;2;0;9;7;1
2709;2;7;0;9;1
2790;2;7;9;0;1
2907;2;9;0;7;1
2970;2;9;7;0;1
7029;7;0;2;9;1
7092;7;0;9;2;1
7902;7;9;0;2;1
7920;7;9;2;0;1
9027;9;0;2;7;1
9072;9;0;7;2;1
9702;9;7;0;2;1
9720;9;7;2;0;1
0829;0;8;2;9;1
0892;0;8;9;2;1
0928;0;9;2;8;1
0982;0;9;8;2;1
2089;2;0;8;9;1
2098;2;0;9;8;1
2809;2;8;0;9;1
2890;2;8;9;0;1
2908;2;9;0;8;1
2980;2;9;8;0;1
8029;8;0;2;9;1
8092;8;0;9;2;1
8902;8;9;0;2;1
8920;8;9;2;0;1
9028;9;0;2;8;1
9082;9;0;8;2;1
9802;9;8;0;2;1
9820;9;8;2;0;1
0345;0;3;4;5;1
0453;0;4;5;3;1
0543;0;5;4;3;1
3045;3;0;4;5;1
3405;3;4;0;5;1
3450;3;4;5;0;1
3540;3;5;4;0;1
4053;4;0;5;3;1
4305;4;3;0;5;1
4350;4;3;5;0;1
4503;4;5;0;3;1
5043;5;0;4;3;1
5340;5;3;4;0;1
5403;5;4;0;3;1
0346;0;3;4;6;1
0463;0;4;6;3;1
0643;0;6;4;3;1
3046;3;0;4;6;1
3406;3;4;0;6;1
3460;3;4;6;0;1
3640;3;6;4;0;1
4063;4;0;6;3;1
4306;4;3;0;6;1
4360;4;3;6;0;1
4603;4;6;0;3;1
6043;6;0;4;3;1
6340;6;3;4;0;1
6403;6;4;0;3;1
0347;0;3;4;7;1
0473;0;4;7;3;1
0743;0;7;4;3;1
3047;3;0;4;7;1
3407;3;4;0;7;1
3470;3;4;7;0;1
3740;3;7;4;0;1
4073;4;0;7;3;1
4307;4;3;0;7;1
4370;4;3;7;0;1
4703;4;7;0;3;1
7043;7;0;4;3;1
7340;7;3;4;0;1
7403;7;4;0;3;1
0348;0;3;4;8;1
0483;0;4;8;3;1
0843;0;8;4;3;1
3048;3;0;4;8;1
3408;3;4;0;8;1
3480;3;4;8;0;1
3840;3;8;4;0;1
4083;4;0;8;3;1
4308;4;3;0;8;1
4380;4;3;8;0;1
4803;4;8;0;3;1
8043;8;0;4;3;1
8340;8;3;4;0;1
8403;8;4;0;3;1
0349;0;3;4;9;0
0493;0;4;9;3;0
0943;0;9;4;3;0
3049;3;0;4;9;0
3409;3;4;0;9;0
3490;3;4;9;0;0
3940;3;9;4;0;0
4093;4;0;9;3;0
4309;4;3;0;9;0
4390;4;3;9;0;0
4903;4;9;0;3;0
9043;9;0;4;3;0
9340;9;3;4;0;0
9403;9;4;0;3;0
0356;0;3;5;6;2
0365;0;3;6;5;2
0563;0;5;6;3;2
0653;0;6;5;3;2
3056;3;0;5;6;2
3065;3;0;6;5;2
3506;3;5;0;6;2
3560;3;5;6;0;2
3605;3;6;0;5;2
3650;3;6;5;0;2
5063;5;0;6;3;2
5306;5;3;0;6;2
5360;5;3;6;0;2
5603;5;6;0;3;2
6053;6;0;5;3;2
6305;6;3;0;5;2
6350;6;3;5;0;2
6503;6;5;0;3;2
0357;0;3;5;7;2
0375;0;3;7;5;2
0573;0;5;7;3;2
0753;0;7;5;3;2
3057;3;0;5;7;2
3075;3;0;7;5;2
3507;3;5;0;7;2
3570;3;5;7;0;2
3705;3;7;0;5;2
3750;3;7;5;0;2
5073;5;0;7;3;2
5307;5;3;0;7;2
5370;5;3;7;0;2
5703;5;7;0;3;2
7053;7;0;5;3;2
7305;7;3;0;5;2
7350;7;3;5;0;2
7503;7;5;0;3;2
0358;0;3;5;8;2
0385;0;3;8;5;2
0583;0;5;8;3;2
0853;0;8;5;3;2
3058;3;0;5;8;2
3085;3;0;8;5;2
3508;3;5;0;8;2
3580;3;5;8;0;2
3805;3;8;0;5;2
3850;3;8;5;0;2
5083;5;0;8;3;2
5308;5;3;0;8;2
5380;5;3;8;0;2
5803;5;8;0;3;2
8053;8;0;5;3;2
8305;8;3;0;5;2
8350;8;3;5;0;2
8503;8;5;0;3;2
0359;0;3;5;9;1
0395;0;3;9;5;1
0593;0;5;9;3;1
0953;0;9;5;3;1
3059;3;0;5;9;1
3095;3;0;9;5;1
3509;3;5;0;9;1
3590;3;5;9;0;1
3905;3;9;0;5;1
3950;3;9;5;0;1
5093;5;0;9;3;1
5309;5;3;0;9;1
5390;5;3;9;0;1
5903;5;9;0;3;1
9053;9;0;5;3;1
9305;9;3;0;5;1
9350;9;3;5;0;1
9503;9;5;0;3;1
0367;0;3;6;7;2
0376;0;3;7;6;2
0673;0;6;7;3;2
0763;0;7;6;3;2
3067;3;0;6;7;2
3076;3;0;7;6;2
3607;3;6;0;7;2
3670;3;6;7;0;2
3706;3;7;0;6;2
3760;3;7;6;0;2
6073;6;0;7;3;2
6307;6;3;0;7;2
6370;6;3;7;0;2
6703;6;7;0;3;2
7063;7;0;6;3;2
7306;7;3;0;6;2
7360;7;3;6;0;2
7603;7;6;0;3;2
0368;0;3;6;8;2
0386;0;3;8;6;2
0683;0;6;8;3;2
0863;0;8;6;3;2
3068;3;0;6;8;2
3086;3;0;8;6;2
3608;3;6;0;8;2
3680;3;6;8;0;2
3806;3;8;0;6;2
3860;3;8;6;0;2
6083;6;0;8;3;2
6308;6;3;0;8;2
6380;6;3;8;0;2
6803;6;8;0;3;2
8063;8;0;6;3;2
8306;8;3;0;6;2
8360;8;3;6;0;2
8603;8;6;0;3;2
0369;0;3;6;9;1
0396;0;3;9;6;1
0693;0;6;9;3;1
0963;0;9;6;3;1
3069;3;0;6;9;1
3096;3;0;9;6;1
3609;3;6;0;9;1
3690;3;6;9;0;1
3906;3;9;0;6;1
3960;3;9;6;0;1
6093;6;0;9;3;1
6309;6;3;0;9;1
6390;6;3;9;0;1
6903;6;9;0;3;1
9063;9;0;6;3;1
9306;9;3;0;6;1
9360;9;3;6;0;1
9603;9;6;0;3;1
0378;0;3;7;8;2
0387;0;3;8;7;2
0783;0;7;8;3;2
0873;0;8;7;3;2
3078;3;0;7;8;2
3087;3;0;8;7;2
3708;3;7;0;8;2
3780;3;7;8;0;2
3807;3;8;0;7;2
3870;3;8;7;0;2
7083;7;0;8;3;2
7308;7;3;0;8;2
7380;7;3;8;0;2
7803;7;8;0;3;2
8073;8;0;7;3;2
8307;8;3;0;7;2
8370;8;3;7;0;2
8703;8;7;0;3;2
0379;0;3;7;9;1
0397;0;3;9;7;1
0793;0;7;9;3;1
0973;0;9;7;3;1
3079;3;0;7;9;1
3097;3;0;9;7;1
3709;3;7;0;9;1
3790;3;7;9;0;1
3907;3;9;0;7;1
3970;3;9;7;0;1
7093;7;0;9;3;1
7309;7;3;0;9;1
7390;7;3;9;0;1
7903;7;9;0;3;1
9073;9;0;7;3;1
9307;9;3;0;7;1
9370;9;3;7;0;1
9703;9;7;0;3;1
0389;0;3;8;9;1
0398;0;3;9;8;1
0893;0;8;9;3;1
0983;0;9;8;3;1
3089;3;0;8;9;1
3098;3;0;9;8;1
3809;3;8;0;9;1
3890;3;8;9;0;1
3908;3;9;0;8;1
3980;3;9;8;0;1
8093;8;0;9;3;1
8309;8;3;0;9;1
8390;8;3;9;0;1
8903;8;9;0;3;1
9083;9;0;8;3;1
9308;9;3;0;8;1
9380;9;3;8;0;1
9803;9;8;0;3;1
0456;0;4;5;6;2
0465;0;4;6;5;2
0546;0;5;4;6;2
0645;0;6;4;5;2
4056;4;0;5;6;2
4065;4;0;6;5;2
4506;4;5;0;6;2
4560;4;5;6;0;2
4605;4;6;0;5;2
4650;4;6;5;0;2
5046;5;0;4;6;2
5406;5;4;0;6;2
5460;5;4;6;0;2
5640;5;6;4;0;2
6045;6;0;4;5;2
6405;6;4;0;5;2
6450;6;4;5;0;2
6540;6;5;4;0;2
0457;0;4;5;7;2
0475;0;4;7;5;2
0547;0;5;4;7;2
0745;0;7;4;5;2
4057;4;0;5;7;2
4075;4;0;7;5;2
4507;4;5;0;7;2
4570;4;5;7;0;2
4705;4;7;0;5;2
4750;4;7;5;0;2
5047;5;0;4;7;2
5407;5;4;0;7;2
5470;5;4;7;0;2
5740;5;7;4;0;2
7045;7;0;4;5;2
7405;7;4;0;5;2
7450;7;4;5;0;2
7540;7;5;4;0;2
0458;0;4;5;8;2
0485;0;4;8;5;2
0548;0;5;4;8;2
0845;0;8;4;5;2
4058;4;0;5;8;2
4085;4;0;8;5;2
4508;4;5;0;8;2
4580;4;5;8;0;2
4805;4;8;0;5;2
4850;4;8;5;0;2
5048;5;0;4;8;2
5408;5;4;0;8;2
5480;5;4;8;0;2
5840;5;8;4;0;2
8045;8;0;4;5;2
8405;8;4;0;5;2
8450;8;4;5;0;2
8540;8;5;4;0;2
0459;0;4;5;9;1
0495;0;4;9;5;1
0549;0;5;4;9;1
0945;0;9;4;5;1
4059;4;0;5;9;1
4095;4;0;9;5;1
4509;4;5;0;9;1
4590;4;5;9;0;1
4905;4;9;0;5;1
4950;4;9;5;0;1
5049;5;0;4;9;1
5409;5;4;0;9;1
5490;5;4;9;0;1
5940;5;9;4;0;1
9045;9;0;4;5;1
